Code,Field,Value,Signals,Reasons
gnd:4772479-1,Definition,Bitte vor der Vergabe als HZ bei Personenschlagworten überprüfen ob es sich tatsächlich um einen Techniker oder um einen Ingenieur handelt.,3,"umlaut/ß;common_words:bei,der,einen,oder;suffix_patterns"
gnd:1135219249,Related Subjects,Sonnenheizung,1,suffix_patterns
gnd:1135754411,Related Subjects,Kühlung,2,umlaut/ß;suffix_patterns
gnd:4012116-1,Related Subjects,Abdichtung,1,suffix_patterns
gnd:4052922-8,Name,Schmierung,1,suffix_patterns
gnd:4052922-8,Related Subjects,Reibung,1,suffix_patterns
gnd:4052922-8,Related Subjects,Verschleiß,1,umlaut/ß
gnd:4139497-5,Related Subjects,Verkapselung,1,suffix_patterns
gnd:4163591-7,Related Subjects,Kerbwirkung,1,suffix_patterns
gnd:4435446-0,Related Subjects,Göpel,1,umlaut/ß
gnd:4785983-0,Name,Mechanikerin für Land- und Baumaschinentechnik,2,"umlaut/ß;common_words:für,und"
gnd:4785983-0,Related Subjects,Mechaniker für Land- und Baumaschinentechnik,2,"umlaut/ß;common_words:für,und"
gnd:1152411365,Related Subjects,Kupplung,1,suffix_patterns
gnd:1178542882,Related Subjects,Straßenwalze,1,umlaut/ß
gnd:1178542963,Related Subjects,Straßenwalze,1,umlaut/ß
gnd:1179731182,Related Subjects,Schürfkübelwagen,1,umlaut/ß
gnd:1179731336,Related Subjects,Schürfkübelwagen,1,umlaut/ß
gnd:1179731417,Related Subjects,Schürfkübelwagen,1,umlaut/ß
gnd:1179731530,Related Subjects,Schürfkübelwagen,1,umlaut/ß
gnd:117973419X,Related Subjects,Straßenwalze,1,umlaut/ß
gnd:1179737105,Related Subjects,Rüttelwalze,1,umlaut/ß
gnd:1179737237,Related Subjects,Rüttelwalze,1,umlaut/ß
gnd:117973730X,Related Subjects,Rüttelwalze,1,umlaut/ß
gnd:1179737725,Related Subjects,Straßenwalze,1,umlaut/ß
gnd:1179737881,Related Subjects,Straßenwalze,1,umlaut/ß
gnd:1179737989,Related Subjects,Rüttelwalze,1,umlaut/ß
gnd:1180339967,Related Subjects,Straßenwalze,1,umlaut/ß
gnd:118034040X,Related Subjects,Straßenwalze,1,umlaut/ß
gnd:1180340841,Related Subjects,Straßenwalze,1,umlaut/ß
gnd:1180341139,Related Subjects,Straßenwalze,1,umlaut/ß
gnd:1184949247,Related Subjects,Straßenwalze,1,umlaut/ß
gnd:1186172401,Related Subjects,Straßenwalze,1,umlaut/ß
gnd:1186172754,Related Subjects,Straßenwalze,1,umlaut/ß
gnd:4124547-7,Related Subjects,Straßenfahrzeug,1,umlaut/ß
gnd:4125574-4,Related Subjects,Lagerung,1,suffix_patterns
gnd:4156395-5,Related Subjects,Geländefahrzeug,1,umlaut/ß
gnd:4315731-2,Related Subjects,Lagerung,1,suffix_patterns
gnd:4331842-3,Name,Abgasuntersuchung,1,suffix_patterns
gnd:4331842-3,Related Subjects,Abgassonderuntersuchung,1,suffix_patterns
gnd:4332556-7,Related Subjects,Flugkörper,1,umlaut/ß
gnd:4357125-6,Name,Königsberg class 1927-1945,1,umlaut/ß
gnd:4383662-8,Related Subjects,Flugzeugträger,1,umlaut/ß
gnd:4403224-9,Related Subjects,Fördermittel,1,umlaut/ß
gnd:4404232-2,Related Subjects,Passive Sicherheit,1,suffix_patterns
gnd:4416763-5,Related Subjects,Zerstörer,1,umlaut/ß
gnd:4445855-1,Related Subjects,Geländefahrzeug,1,umlaut/ß
gnd:4449528-6,Related Subjects,Überschallflugzeug,1,umlaut/ß
gnd:4472265-5,Related Subjects,Militärflugzeug,1,umlaut/ß
gnd:4472662-4,Alternate Name,Bölkow Bo 208 Junior,1,umlaut/ß
gnd:4472662-4,Alternate Name,Bölkow Junior,1,umlaut/ß
gnd:4480059-9,Definition,Dampflokomotiven der ehem. bayerischen Baureihe S 3/6 Bauart 1923-1931,2,common_words:der;suffix_patterns
gnd:4487200-8,Related Subjects,Schülerwettbewerb,1,umlaut/ß
gnd:4509722-7,Related Subjects,Geländewagen,1,umlaut/ß
gnd:4510147-4,Related Subjects,Passive Sicherheit,1,suffix_patterns
gnd:4533807-3,Related Subjects,Zerstörer,1,umlaut/ß
gnd:4542657-0,Definition,Elektrolok der Schweizerischen Bundesbahnen,2,common_words:der;suffix_patterns
gnd:4542658-2,Definition,Elektrolok der Schweizerischen Bundesbahnen,2,common_words:der;suffix_patterns
gnd:4543846-8,Definition,Straßenbahntyp der Wiener Verkehrsbetriebe,2,umlaut/ß;common_words:der
gnd:4543846-8,Related Subjects,Straßenbahn,1,umlaut/ß
gnd:4543848-1,Definition,Straßenbahntyp der Wiener Verkehrsbetriebe,2,umlaut/ß;common_words:der
gnd:4543848-1,Related Subjects,Straßenbahn,1,umlaut/ß
gnd:4543849-3,Definition,Straßenbahntyp der Wiener Verkehrsbetriebe,2,umlaut/ß;common_words:der
gnd:4543849-3,Related Subjects,Straßenbahn,1,umlaut/ß
gnd:4548202-0,Alternate Name,ÖBB Series 1018,1,umlaut/ß
gnd:4548204-4,Alternate Name,ÖBB series 1020,1,umlaut/ß
gnd:4548204-4,Alternate Name,ÖBB Series 1020,1,umlaut/ß
gnd:4548204-4,Alternate Name,ÖBB 1020,1,umlaut/ß
gnd:4548205-6,Alternate Name,ÖBB Series 1118,1,umlaut/ß
gnd:4614502-3,Alternate Name,ÖBB Series 1570,1,umlaut/ß
gnd:4614503-5,Alternate Name,ÖBB Series 1670,1,umlaut/ß
gnd:4620943-8,Name,Zündapp KS 601,1,umlaut/ß
gnd:4641438-1,Definition,Elektrolok der Schweizerischen Bundesbahnen,2,common_words:der;suffix_patterns
gnd:4641441-1,Related Subjects,Güterzuglokomotive,1,umlaut/ß
gnd:4646509-1,Alternate Name,Württemberg T 3 steam locomotive,1,umlaut/ß
gnd:4656664-8,Alternate Name,ÖBB Series 1110,1,umlaut/ß
gnd:4656667-3,Alternate Name,ÖBB series 1010,1,umlaut/ß
gnd:4656667-3,Alternate Name,ÖBB 1010,1,umlaut/ß
gnd:4677729-5,Alternate Name,ÖBB U series,1,umlaut/ß
gnd:4680165-0,Related Subjects,Tragflügel,1,umlaut/ß
gnd:4680193-5,Related Subjects,Militärflugzeug,1,umlaut/ß
gnd:4689576-0,Related Subjects,Verpackung,1,suffix_patterns
gnd:4689578-4,Related Subjects,Verpackung,1,suffix_patterns
gnd:4699331-9,Related Subjects,Straßenbahn,1,umlaut/ß
gnd:4708467-4,Related Subjects,Güterzuglokomotive,1,umlaut/ß
gnd:4714169-4,Definition,"Als am 1.1.1968 ein neues Schema zur Bezeichnung von Triebfahrzeugen in Kraft trat, wurde die BR V100 in BR 211, 212 bzw. 213 umbenannt.",2,"common_words:am,die,ein,von,zur;suffix_patterns"
gnd:4714172-4,Definition,"Als am 1.1.1968 ein neues Schema zur Bezeichnung von Triebfahrzeugen in Kraft trat, wurde die BR V100 in BR 211, 212 bzw. 213 umbenannt.",2,"common_words:am,die,ein,von,zur;suffix_patterns"
gnd:4717455-9,Related Subjects,Güterwagen,1,umlaut/ß
gnd:4717997-1,Related Subjects,Zerstörer,1,umlaut/ß
gnd:4730219-7,Alternate Name,ÖBB Series 1016,1,umlaut/ß
gnd:4730225-2,Alternate Name,ÖBB Series 1116,1,umlaut/ß
gnd:4731217-8,Related Subjects,Zerstörer,1,umlaut/ß
gnd:4736196-7,Related Subjects,Zerstörer,1,umlaut/ß
gnd:4736198-0,Related Subjects,Zerstörer,1,umlaut/ß
gnd:4738434-7,Alternate Name,Bücker Bü 131 Jungmann,1,umlaut/ß
gnd:4738435-9,Name,Bü 134,1,umlaut/ß
gnd:4738435-9,Alternate Name,Bücker Bü 134,1,umlaut/ß
gnd:4764957-4,Name,Hildebrand & Wolfmüller brand,1,umlaut/ß
gnd:4764957-4,Alternate Name,Hildebrand-Wolfmüller,1,umlaut/ß
gnd:4769378-2,Name,Kraweelbeplankung,1,suffix_patterns
gnd:4776544-6,Name,Bäumer B IV,1,umlaut/ß
gnd:4783542-4,Related Subjects,Überschallflugzeug,1,umlaut/ß
gnd:4785980-5,Name,Karosserie- und Fahrzeugbaumechaniker,1,common_words:und
gnd:4785980-5,Related Subjects,Karosserie- und Fahrzeugbauer,1,common_words:und
gnd:4809527-8,Related Subjects,Straßenbahnwagen,1,umlaut/ß
gnd:4809529-1,Related Subjects,Straßenbahnwagen,1,umlaut/ß
gnd:4809532-1,Definition,Historischer Triebwagen der Wiener Straßenbahn,2,umlaut/ß;common_words:der
gnd:4809532-1,Related Subjects,Straßenbahnwagen,1,umlaut/ß
gnd:4810367-6,Related Subjects,Güterwagen,1,umlaut/ß
gnd:4811854-0,Related Subjects,"Aufzug,Fördermittel",1,umlaut/ß
gnd:4819612-5,Related Subjects,Güterzuglokomotive,1,umlaut/ß
gnd:4825607-9,Alternate Name,Württemberg T 5 steam locomotive,1,umlaut/ß
gnd:4829136-5,Related Subjects,Güterzuglokomotive,1,umlaut/ß
gnd:4830208-9,Name,Air-Metal AM C-111,1,common_words:am
gnd:4830208-9,Alternate Name,Air-Metal AM-C 111,1,common_words:am
gnd:4830208-9,Alternate Name,AM C-111,1,common_words:am
gnd:4836205-0,Related Subjects,Geländefahrzeug,1,umlaut/ß
gnd:4840358-1,Alternate Name,Bölkow 209,1,umlaut/ß
gnd:4840358-1,Alternate Name,Bölkow Monsoon,1,umlaut/ß
gnd:4840358-1,Alternate Name,Bölkow 209 Monsoon,1,umlaut/ß
gnd:4840358-1,Alternate Name,Bölkow Bo 209 Monsoon,1,umlaut/ß
gnd:4873982-0,Alternate Name,ÖBB 2050,1,umlaut/ß
gnd:4873982-0,Alternate Name,ÖBB series 2050,1,umlaut/ß
gnd:7514440-2,Name,Münch brand,1,umlaut/ß
gnd:7514581-9,Name,WSK-PZL Mielec An-2 Antek,1,common_words:an
gnd:7514581-9,Alternate Name,Mielec An-2 Antek,1,common_words:an
gnd:7514581-9,Alternate Name,An-2 Antek,1,common_words:an
gnd:7515489-4,Related Subjects,Trägerrakete,1,umlaut/ß
gnd:7516472-3,Related Subjects,Aufklärungsflugzeug,1,umlaut/ß
gnd:7520260-8,Related Subjects,Militärhubschrauber,1,umlaut/ß
gnd:7520694-8,Alternate Name,Württemberg T 9 steam locomotive,1,umlaut/ß
gnd:7520694-8,Related Subjects,Güterzuglokomotive,1,umlaut/ß
gnd:7523988-7,Alternate Name,Messerschmitt-Bölkow-Blohm HFB 320 Hansa,1,umlaut/ß
gnd:7524022-1,Related Subjects,Aufklärungsflugzeug,1,umlaut/ß
gnd:7530593-8,Related Subjects,Flugkörper,1,umlaut/ß
gnd:7540931-8,Related Subjects,Militärhubschrauber,1,umlaut/ß
gnd:7545478-6,Alternate Name,Haeßler-Villinger HV-1,1,umlaut/ß
gnd:7545580-8,Related Subjects,Geländewagen,1,umlaut/ß
gnd:7549818-2,Related Subjects,Güterzuglokomotive,1,umlaut/ß
gnd:7561422-4,Related Subjects,Straßenbahnwagen,1,umlaut/ß
gnd:7561434-0,Related Subjects,Straßenbahnwagen,1,umlaut/ß
gnd:7564489-7,Related Subjects,Straßenbahnwagen,1,umlaut/ß
gnd:7564489-7,Related Subjects,Großraumwagen,1,umlaut/ß
gnd:7584237-3,Related Subjects,Zerstörer,1,umlaut/ß
gnd:7602114-2,Name,Büssing Type 4000,1,umlaut/ß
gnd:7607680-5,Related Subjects,Militärhubschrauber,1,umlaut/ß
gnd:7612371-6,Name,Zündapp KS 50,1,umlaut/ß
gnd:7612595-6,Related Subjects,Überschallflugzeug,1,umlaut/ß
gnd:7613227-4,Alternate Name,ÖBB 2095,1,umlaut/ß
gnd:7613227-4,Alternate Name,ÖBB series 2095,1,umlaut/ß
gnd:7628747-6,Related Subjects,Aufklärungsflugzeug,1,umlaut/ß
gnd:7629069-4,Alternate Name,ÖBB Series 1044,1,umlaut/ß
gnd:7629069-4,Alternate Name,ÖBB 1044,1,umlaut/ß
gnd:7629675-1,Related Subjects,Düsenflugzeug,1,umlaut/ß
gnd:7633321-8,Related Subjects,Zerstörer,1,umlaut/ß
gnd:7641859-5,Related Subjects,Düsenflugzeug,1,umlaut/ß
gnd:7657081-2,Related Subjects,Zerstörer,1,umlaut/ß
gnd:7660745-8,Related Subjects,Militärflugzeug,1,umlaut/ß
gnd:7665658-5,Related Subjects,Güterwagen,1,umlaut/ß
gnd:7665666-4,Name,Schlörwagen,1,umlaut/ß
gnd:7665666-4,Alternate Name,Göttingen egg,1,umlaut/ß
gnd:7667118-5,Related Subjects,Geländewagen,1,umlaut/ß
gnd:7670692-8,Related Subjects,Fähre,1,umlaut/ß
gnd:7679476-3,Name,Schlüter brand,1,umlaut/ß
gnd:7679978-5,Alternate Name,Köf 10 series diesel locomotive,1,umlaut/ß
gnd:7680456-2,Alternate Name,Köf 11 series diesel locomotive,1,umlaut/ß
gnd:7680457-4,Alternate Name,Köf 12 series diesel locomotive,1,umlaut/ß
gnd:7682944-3,Related Subjects,Militärfahrzeug,1,umlaut/ß
gnd:7685784-0,Alternate Name,"Hourdeaux-Bergmann-Aktiengesellschaft,Frankonia,Brand",1,suffix_patterns
gnd:7703088-6,Alternate Name,AM General M809,1,common_words:am
gnd:7703088-6,Related Subjects,Militärfahrzeug,1,umlaut/ß
gnd:7710065-7,Related Subjects,Straßenbahnwagen,1,umlaut/ß
gnd:7714387-5,Related Subjects,Güterzuglokomotive,1,umlaut/ß
gnd:7714401-6,Related Subjects,Straßenbahnwagen,1,umlaut/ß
gnd:7716083-6,Related Subjects,Zerstörer,1,umlaut/ß
gnd:7717112-3,Alternate Name,Württemberg T 6 steam locomotive,1,umlaut/ß
gnd:7718472-5,Related Subjects,Flugzeugträger,1,umlaut/ß
gnd:7722277-5,Name,Bäumer Sausewind,1,umlaut/ß
gnd:7722277-5,Alternate Name,Bäumer Aero Sausewind,1,umlaut/ß
gnd:7722277-5,Alternate Name,Bäumer B II Sausewind,1,umlaut/ß
gnd:7727521-4,Alternate Name,ÖBB Series 1073,1,umlaut/ß
gnd:7727521-4,Alternate Name,BBÖ 1029,1,umlaut/ß
gnd:7728667-4,Alternate Name,ÖBB 656,1,umlaut/ß
gnd:7729296-0,Name,Pützer Elster,1,umlaut/ß
gnd:7729350-2,Alternate Name,ÖBB 1042,1,umlaut/ß
gnd:7729350-2,Alternate Name,ÖBB series 1042,1,umlaut/ß
gnd:7729350-2,Alternate Name,ÖBB Series 1042,1,umlaut/ß
gnd:7729351-4,Alternate Name,ÖBB 1142,1,umlaut/ß
gnd:7729351-4,Alternate Name,ÖBB series 1142,1,umlaut/ß
gnd:7732961-2,Alternate Name,ÖBB Series 4010,1,umlaut/ß
gnd:7732961-2,Alternate Name,ÖBB Transalpin II,1,umlaut/ß
gnd:7732961-2,Alternate Name,ÖBB 4010,1,umlaut/ß
gnd:7736746-7,Name,Büssing Prefect 25,1,umlaut/ß
gnd:7736746-7,Alternate Name,Büssing Senator 25,1,umlaut/ß
gnd:7738923-2,Related Subjects,Düsenflugzeug,1,umlaut/ß
gnd:7743158-3,Name,Büssing/Vetter 4000 TS,1,umlaut/ß
gnd:7744833-9,Related Subjects,Trägerrakete,1,umlaut/ß
gnd:7746759-0,Related Subjects,Straßenbahnwagen,1,umlaut/ß
gnd:7843327-7,Alternate Name,ÖBB Series 4020,1,umlaut/ß
gnd:7843327-7,Alternate Name,ÖBB 4020,1,umlaut/ß
gnd:7843328-9,Alternate Name,ÖBB Series 4030,1,umlaut/ß
gnd:7843328-9,Alternate Name,ÖBB 4030,1,umlaut/ß
gnd:7843331-9,Alternate Name,ÖBB Series 1141,1,umlaut/ß
gnd:7843331-9,Alternate Name,ÖBB 1141,1,umlaut/ß
gnd:7845890-0,Related Subjects,"Aufzug,Fördermittel",1,umlaut/ß
gnd:7848393-1,Related Subjects,Düsenflugzeug,1,umlaut/ß
gnd:7853760-5,Alternate Name,ÖBB Series 1822,1,umlaut/ß
gnd:7853760-5,Alternate Name,ÖBB 1822,1,umlaut/ß
gnd:7860530-1,Related Subjects,Zerstörer,1,umlaut/ß
gnd:7861149-0,Related Subjects,Düsenflugzeug,1,umlaut/ß
gnd:7862570-1,Related Subjects,Trägerrakete,1,umlaut/ß
gnd:7862802-7,Alternate Name,Fokker-Grulich F.II,1,suffix_patterns
gnd:1024558029,Related Subjects,Trägerrakete,1,umlaut/ß
gnd:1025771729,Name,Katharina von Bora ship,1,common_words:von
gnd:1026865026,Related Subjects,Straßenfahrzeug,1,umlaut/ß
gnd:1027138926,Related Subjects,Güterzuglokomotive,1,umlaut/ß
gnd:1027599567,Name,Güldner AFN,1,umlaut/ß
gnd:1027842852,Related Subjects,Düsenflugzeug,1,umlaut/ß
gnd:1028981074,Related Subjects,Trägerrakete,1,umlaut/ß
gnd:1029395012,Related Subjects,Güterzuglokomotive,1,umlaut/ß
gnd:1030186979,Alternate Name,ÖBB 4041,1,umlaut/ß
gnd:1030186979,Alternate Name,BBÖ ET 10,1,umlaut/ß
gnd:1030186979,Alternate Name,Single-phase AC railcar BBÖ ET 10,1,umlaut/ß
gnd:1030186979,Alternate Name,ÖBB 4041 single-phase AC railcar,1,umlaut/ß
gnd:1030186979,Alternate Name,Railcar ÖBB 4041,1,umlaut/ß
gnd:1030186979,Alternate Name,Railcar BBÖ ET 10,1,umlaut/ß
gnd:1031547347,Alternate Name,Diesel locomotive ÖBB 2091,1,umlaut/ß
gnd:1031547347,Alternate Name,Diesel locomotive BBÖ 2041/s,1,umlaut/ß
gnd:1031831576,Alternate Name,ÖBB Series 4061,1,umlaut/ß
gnd:1031831576,Alternate Name,ÖBB 4061,1,umlaut/ß
gnd:1031831576,Alternate Name,ÖBB Series 1046,1,umlaut/ß
gnd:1031831576,Alternate Name,ÖBB 1046,1,umlaut/ß
gnd:1031831576,Alternate Name,ÖBB Series 1146,1,umlaut/ß
gnd:1031831576,Alternate Name,ÖBB 1146,1,umlaut/ß
gnd:1031832017,Alternate Name,ÖBB Series 4060,1,umlaut/ß
gnd:1031832017,Alternate Name,ÖBB 4060,1,umlaut/ß
gnd:1031832017,Alternate Name,BBÖ ET 30,1,umlaut/ß
gnd:1035837986,Alternate Name,ÖBB Series 1040,1,umlaut/ß
gnd:1035837986,Alternate Name,ÖBB 1040,1,umlaut/ß
gnd:1045015059,Alternate Name,DÜWAG-Gelenkwagen,1,umlaut/ß
gnd:1045015059,Related Subjects,Straßenbahnwagen,1,umlaut/ß
gnd:1045215392,Alternate Name,ÖBB 5041,1,umlaut/ß
gnd:1045215392,Alternate Name,ÖBB series 5041,1,umlaut/ß
gnd:1045215392,Alternate Name,BBÖ VT 41,1,umlaut/ß
gnd:1059152312,Alternate Name,ÖBB 2048,1,umlaut/ß
gnd:1060061546,Related Subjects,Geländewagen,1,umlaut/ß
gnd:1060061546,Related Subjects,Militärfahrzeug,1,umlaut/ß
gnd:1060923769,Related Subjects,Nurflügelflugzeug,1,umlaut/ß
gnd:1062686314,Related Subjects,Straßenbahn,1,umlaut/ß
gnd:1063927943,Alternate Name,ÖBB 1099,1,umlaut/ß
gnd:1063927943,Alternate Name,NÖLB E,1,umlaut/ß
gnd:1063927943,Alternate Name,NÖVOG 1099,1,umlaut/ß
gnd:1063927943,Alternate Name,ÖBB Series 1099,1,umlaut/ß
gnd:1063927943,Alternate Name,ÖBB Electric locomotives 1099,1,umlaut/ß
gnd:1063927943,Alternate Name,ÖBB Electric locomotives BR 1099,1,umlaut/ß
gnd:1063927943,Alternate Name,BBÖ Series E,1,umlaut/ß
gnd:1068380039,Related Subjects,Güterzuglokomotive,1,umlaut/ß
gnd:1070485454,Related Subjects,Aufklärungsflugzeug,1,umlaut/ß
gnd:1070806943,Name,Münch Special 500,1,umlaut/ß
gnd:1070806943,Alternate Name,Münch Special,1,umlaut/ß
gnd:1070806943,Alternate Name,Münch special,1,umlaut/ß
gnd:1070806943,Alternate Name,Münch Special,1,umlaut/ß
gnd:1070806943,Alternate Name,Münch Special 500,1,umlaut/ß
gnd:1070806943,Related Subjects,"Münch,brand",1,umlaut/ß
gnd:1072509822,Alternate Name,ÖBB series 2043,1,umlaut/ß
gnd:1072509822,Alternate Name,ÖBB 2043,1,umlaut/ß
gnd:1072511142,Definition,"Österr. Diesellokomotive, hergestellt von 1964-1977",2,umlaut/ß;common_words:von
gnd:1072511142,Alternate Name,ÖBB series 2143,1,umlaut/ß
gnd:1072511142,Alternate Name,ÖBB 2143,1,umlaut/ß
gnd:1073933369,Related Subjects,Güterzuglokomotive,1,umlaut/ß
gnd:1099134153,Alternate Name,ÖBB series 2045,1,umlaut/ß
gnd:1099134153,Alternate Name,ÖBB 2045,1,umlaut/ß
gnd:1106869176,Alternate Name,ÖBB 90,1,umlaut/ß
gnd:1110992270,Related Subjects,Güterzuglokomotive,1,umlaut/ß
gnd:1115729586,Related Subjects,Stetigförderer,1,umlaut/ß
gnd:1124021558,Related Subjects,Flurförderer,1,umlaut/ß
gnd:114214917X,Related Subjects,Militärflugzeug,1,umlaut/ß
gnd:1154966984,Related Subjects,Militärflugzeug,1,umlaut/ß
gnd:116221421X,Related Subjects,Fähre,1,umlaut/ß
gnd:1203823282,Related Subjects,Geländewagen,1,umlaut/ß
gnd:1204013519,Related Subjects,Geländewagen,1,umlaut/ß
gnd:1210718545,Related Subjects,Überschallflugzeug,1,umlaut/ß
gnd:1213379040,Related Subjects,Schiffsausrüstung,2,umlaut/ß;suffix_patterns
gnd:1240324359,Alternate Name,ÖBB 5045,1,umlaut/ß
gnd:1240324359,Alternate Name,ÖBB series 5045,1,umlaut/ß
gnd:1240324634,Definition,"In den 1950er-Jahren in Österreich gebaute Schnellzug-Dieseltriebwagen, die unter dem Namen Blauer Blitz bekannt wurden.",2,"umlaut/ß;common_words:dem,den,die,unter"
gnd:1240324634,Alternate Name,ÖBB 5145,1,umlaut/ß
gnd:1240324634,Alternate Name,ÖBB series 5145,1,umlaut/ß
gnd:1268839876,Related Subjects,Geländewagen,1,umlaut/ß
gnd:1268839876,Related Subjects,Militärfahrzeug,1,umlaut/ß
gnd:1275675344,Related Subjects,Straßenbahnwagen,1,umlaut/ß
gnd:1277314934,Related Subjects,Straßenbahnwagen,1,umlaut/ß
gnd:4150563-3,Name,"Zerspanungsmechaniker, Fachrichtung Drehtechnik",1,suffix_patterns
gnd:4157640-8,Related Subjects,Gießer,1,umlaut/ß
gnd:4236036-5,Name,Verchromung,1,suffix_patterns
gnd:4236036-5,Related Subjects,Beschichtung,1,suffix_patterns
gnd:4247010-9,Related Subjects,Fertigung,1,suffix_patterns
gnd:4329079-6,Related Subjects,Fertigung,1,suffix_patterns
gnd:4343429-0,Related Subjects,Beschichtung,1,suffix_patterns
gnd:4438868-8,Related Subjects,"Gießen,Urformen",1,umlaut/ß
gnd:4493955-3,Related Subjects,Schweißer,1,umlaut/ß
gnd:4516380-7,Related Subjects,Spanende Bearbeitung,1,suffix_patterns
gnd:4519787-8,Name,Metallformer und Metallgießer,2,umlaut/ß;common_words:und
gnd:4519787-8,Related Subjects,Gießer,1,umlaut/ß
gnd:4519787-8,Related Subjects,Metall- und Glockengießer,2,umlaut/ß;common_words:und
gnd:4602514-5,Definition,Benutzt für das Produkt,2,"umlaut/ß;common_words:das,für"
gnd:4602514-5,Related Subjects,Beschichtung,1,suffix_patterns
gnd:4676565-7,Related Subjects,Open-die forging,1,common_words:die
gnd:4679541-8,Name,Bördeleisen,1,umlaut/ß
gnd:4682744-4,Name,Metall- und Glockengießer,2,umlaut/ß;common_words:und
gnd:4682744-4,Related Subjects,Gießer,1,umlaut/ß
gnd:4682744-4,Related Subjects,Glockengießer,1,umlaut/ß
gnd:4682744-4,Related Subjects,Metallformer und Metallgießer,2,umlaut/ß;common_words:und
gnd:4709021-2,Related Subjects,Fügen,1,umlaut/ß
gnd:4720234-8,Name,Sägemaschine,1,umlaut/ß
gnd:4758243-1,Related Subjects,Drückwalzen,1,umlaut/ß
gnd:4824698-0,Related Subjects,Kitchen appliance,1,suffix_patterns
gnd:7521258-4,Name,Oberflächenbeschichter,1,umlaut/ß
gnd:7538896-0,Name,Glockengießerin,1,umlaut/ß
gnd:7538896-0,Definition,"Seit 1998 mit den Ausbildungsberufen ""Zinngießer"" und ""Metallformer und Metallgießer"" zum neuen Handwerksberuf ""Metall- und Glockengießer"" zusammengefasst",2,"umlaut/ß;common_words:den,mit,und,zum"
gnd:7538896-0,Related Subjects,Metallformerin und Metallgießerin,2,umlaut/ß;common_words:und
gnd:7538896-0,Related Subjects,Metall- und Glockengießerin,2,umlaut/ß;common_words:und
gnd:7538896-0,Related Subjects,Glockengießer,1,umlaut/ß
gnd:7539000-0,Related Subjects,"Zerspanungsmechaniker, Fachrichtung Drehtechnik",1,suffix_patterns
gnd:7610891-0,Related Subjects,Bohrung,1,suffix_patterns
gnd:1068250852,Related Subjects,Münztechnik,1,umlaut/ß
gnd:1076883117,Related Subjects,Reibschweißen,1,umlaut/ß
gnd:1076883192,Related Subjects,Reibschweißen,1,umlaut/ß
gnd:1083839659,Related Subjects,Kunststoffschweißen,1,umlaut/ß
gnd:1085155625,Related Subjects,Hybridfügen,1,umlaut/ß
gnd:1088338739,Name,Hybridschweißen,1,umlaut/ß
gnd:1088338739,Related Subjects,Laserschweißen,1,umlaut/ß
gnd:1088792669,Related Subjects,Hybridfügen,1,umlaut/ß
gnd:1088792669,Related Subjects,Punktschweißen,1,umlaut/ß
gnd:1119100380,Related Subjects,Reibschweißen,1,umlaut/ß
gnd:1136668462,Related Subjects,Fügen,1,umlaut/ß
gnd:1147707057,Related Subjects,"Rapid Prototyping,Fertigung",1,suffix_patterns
gnd:1151830380,Related Subjects,Fügen,1,umlaut/ß
gnd:1165609789,Related Subjects,Fräsen,1,umlaut/ß
gnd:1165609789,Related Subjects,Oberflächenbehandlung,2,umlaut/ß;suffix_patterns
gnd:1222931494,Related Subjects,"Rapid Prototyping,Fertigung",1,suffix_patterns
gnd:4557709-2,Related Subjects,Endabmessungsnahe Fertigung,1,suffix_patterns
gnd:4596556-0,Related Subjects,Großuhr,1,umlaut/ß
gnd:4614454-7,Related Subjects,Großuhr,1,umlaut/ß
gnd:4712562-7,Related Subjects,Büromaschine,1,umlaut/ß
gnd:4720601-9,Name,Türklingel,1,umlaut/ß
gnd:4720601-9,Related Subjects,Türglocke,1,umlaut/ß
gnd:7562827-2,Name,Anhängeruhr,1,umlaut/ß
gnd:7562829-6,Related Subjects,Anhängeruhr,1,umlaut/ß
gnd:7562831-4,Related Subjects,Anhängeruhr,1,umlaut/ß
gnd:7562832-6,Related Subjects,Anhängeruhr,1,umlaut/ß
gnd:7562849-1,Alternate Name,Sprung deck clock,1,suffix_patterns
gnd:7563762-5,Related Subjects,Großuhr,1,umlaut/ß
gnd:7563765-0,Related Subjects,Großuhr,1,umlaut/ß
gnd:7563789-3,Definition,"An altar clock is a period clock with an altar-like wooden case, the front of which is modeled on baroque altars with columns and a sprung pediment, sometimes even with a painted altar leaf.",2,common_words:an;suffix_patterns
gnd:7563855-1,Related Subjects,Gehängeuhr,1,umlaut/ß
gnd:7564018-1,Related Subjects,Großuhr,1,umlaut/ß
gnd:7564081-8,Related Subjects,Großuhr,1,umlaut/ß
gnd:1129385302,Related Subjects,Strömungsmechanik,1,umlaut/ß
gnd:1230039848,Related Subjects,Messgerät,1,umlaut/ß
gnd:4271829-6,Related Subjects,Wellenspannung,1,suffix_patterns
gnd:4319586-6,Related Subjects,Elektrische Spannung,1,suffix_patterns
gnd:4621501-3,Related Subjects,Berechnung,1,suffix_patterns
gnd:1074486471,Alternate Name,Rühmkorff coil,1,umlaut/ß
gnd:1109064845,Related Subjects,Elektrische Spannung,1,suffix_patterns
gnd:4145325-6,Related Subjects,Nachrichtenübertragungstechnik,1,umlaut/ß
